5.656990964655324028e-01,6.087918889546022339e-01,0.000000000000000000e+00
5.393824852432108630e-01,1.678900679348138691e-02,0.000000000000000000e+00
5.645143463102865189e-01,1.830614429990040648e-02,1.000000000000000000e+00
2.596344898559136416e-01,7.646084389607337162e-01,0.000000000000000000e+00
1.481602236840129372e-02,5.696239188676553988e-01,1.000000000000000000e+00
4.928958281674965525e-01,5.364812930094473575e-01,1.000000000000000000e+00
4.374378077475700177e-01,1.488390525478315851e-01,0.000000000000000000e+00
9.799265698368087030e-02,8.113965460487831960e-01,1.000000000000000000e+00
1.689728124234897155e-01,9.911726970117306079e-01,0.000000000000000000e+00
1.673010601597957336e-01,2.389628824026678311e-01,0.000000000000000000e+00
4.775004585103629351e-01,8.033407181942522346e-01,1.000000000000000000e+00
8.420305052905823207e-01,9.969587023614747689e-01,0.000000000000000000e+00
3.571683926808539855e-01,3.887955937983939014e-01,1.000000000000000000e+00
4.036442875691492738e-01,7.258252311523692990e-01,0.000000000000000000e+00
3.094540496198179280e-01,9.518207619891640991e-01,1.000000000000000000e+00
5.989871817479415217e-01,9.165275832309930371e-01,0.000000000000000000e+00
2.355022455080462151e-01,8.478363075463613008e-02,1.000000000000000000e+00
1.717871114533680021e-01,2.347799370825031096e-01,1.000000000000000000e+00
7.355453142556428459e-01,9.211136236878678663e-01,0.000000000000000000e+00
5.269189899553526901e-01,9.134402740852443081e-01,1.000000000000000000e+00
6.265194892187395670e-01,6.075900865744318091e-01,1.000000000000000000e+00
6.474827323558646208e-01,5.029895568682684059e-01,0.000000000000000000e+00
3.156859751269991410e-02,2.252188766586917801e-01,0.000000000000000000e+00
4.013938966146962661e-01,3.203634222985900504e-01,0.000000000000000000e+00
5.504125670592668884e-01,5.839042713285748087e-01,0.000000000000000000e+00
6.746135397633531428e-01,8.081198397893020191e-01,0.000000000000000000e+00
7.800437850391953587e-01,9.744169343312625298e-01,0.000000000000000000e+00
9.146895050898354862e-01,6.544467405385149261e-01,0.000000000000000000e+00
8.243215509233625671e-01,9.311547613177802996e-01,1.000000000000000000e+00
2.342947269631556750e-01,7.207413399698349155e-01,1.000000000000000000e+00
6.380406554356322646e-01,4.916751563650342272e-01,1.000000000000000000e+00
2.757741922373995180e-01,9.089487527766634267e-01,0.000000000000000000e+00
6.360151582345933141e-01,4.191454334609401311e-01,1.000000000000000000e+00
3.082457053649479972e-01,5.242586395092084794e-01,1.000000000000000000e+00
9.258408247339658947e-01,7.245293406333197517e-01,0.000000000000000000e+00
1.896484377400498023e-02,6.761960644826481293e-03,1.000000000000000000e+00
8.574523825079654049e-01,9.284699182227542646e-01,1.000000000000000000e+00
9.163659574871951818e-02,8.053467058026306802e-01,0.000000000000000000e+00
9.928324361567949508e-01,1.469505951659801912e-01,1.000000000000000000e+00
7.802151946394442206e-01,4.016071308689455055e-01,0.000000000000000000e+00
8.208766461647747370e-01,3.510615584454607196e-01,0.000000000000000000e+00
3.678874595766861155e-01,3.031864810714252068e-01,1.000000000000000000e+00
8.133385822807712717e-01,6.399124092691543808e-02,0.000000000000000000e+00
5.250131710737379054e-01,6.077344295287486764e-01,0.000000000000000000e+00
2.091462891690687442e-01,5.506389864363413489e-01,1.000000000000000000e+00
7.712315642972261687e-01,9.356947432139017806e-02,1.000000000000000000e+00
4.373931882606441057e-01,1.109614002422014689e-01,1.000000000000000000e+00
4.358925154770578736e-01,4.036280418440683082e-01,1.000000000000000000e+00
7.811278981186838832e-01,5.134244255699430548e-01,1.000000000000000000e+00
3.870474061078095218e-01,5.687143122748348212e-01,1.000000000000000000e+00
2.904158440372739403e-02,4.419851810099428846e-01,1.000000000000000000e+00
3.241560270901538976e-01,3.625233733671995306e-01,0.000000000000000000e+00
5.323910582581924400e-01,3.984150053291882765e-01,0.000000000000000000e+00
6.480720539149747994e-01,1.111698011438744249e-02,0.000000000000000000e+00
5.112452916392606905e-02,9.575652542379334831e-01,0.000000000000000000e+00
6.016193382620599328e-01,3.496531932678343946e-01,1.000000000000000000e+00
9.618208262572376377e-01,9.979359408446182300e-01,1.000000000000000000e+00
2.418598081489390372e-01,2.012377124463518019e-01,1.000000000000000000e+00
5.094196137000612801e-01,9.755040092672726537e-01,0.000000000000000000e+00
8.298749036471420037e-02,3.980457796833196671e-01,0.000000000000000000e+00
7.687040704304565208e-01,2.595268101143997086e-01,0.000000000000000000e+00
4.718725046004507151e-01,6.539568139875147068e-01,0.000000000000000000e+00
8.266739177773254621e-01,7.154423254061903492e-03,0.000000000000000000e+00
1.479215486120766254e-01,1.676628779317647089e-01,1.000000000000000000e+00
5.014153550866816689e-01,3.339889283472903259e-01,0.000000000000000000e+00
5.428421502160073464e-01,4.071677000360797161e-01,1.000000000000000000e+00
9.181615407877503632e-01,8.728315377417779075e-01,1.000000000000000000e+00
4.427714670653676299e-01,8.638894831038799182e-01,0.000000000000000000e+00
3.153996690394107461e-01,7.915183397961619294e-01,0.000000000000000000e+00
8.980160647711632471e-01,8.847188477630041348e-02,0.000000000000000000e+00
2.464649733276205179e-01,8.822854026302854313e-01,1.000000000000000000e+00
9.757817712393613840e-01,1.538629630974389650e-01,1.000000000000000000e+00
6.545419799534881733e-01,8.306679334813247273e-01,0.000000000000000000e+00
6.678879129446234630e-01,6.162932001042732422e-01,1.000000000000000000e+00
8.867395698264812776e-02,7.396015355903965416e-01,0.000000000000000000e+00
1.052211373246579873e-01,2.034423527486898253e-01,0.000000000000000000e+00
9.931849607121079337e-01,1.070684172711519055e-01,1.000000000000000000e+00
5.531810014289902933e-01,7.752284780535675379e-01,0.000000000000000000e+00
3.916696803817703021e-01,3.938875894822946311e-02,1.000000000000000000e+00
5.049475753851725424e-01,4.224326896684796884e-01,1.000000000000000000e+00
2.918234529856817971e-01,5.685091878604071614e-01,1.000000000000000000e+00
4.632163582417546666e-01,1.902138437277651750e-01,1.000000000000000000e+00
2.028284975696492687e-01,6.715553724489391474e-01,0.000000000000000000e+00
9.506102826677144124e-01,5.767303651286129762e-01,0.000000000000000000e+00
7.969436654401240716e-02,7.830116024700325417e-01,0.000000000000000000e+00
2.527007370690329546e-01,5.495069081509440512e-02,0.000000000000000000e+00
5.860372469030601383e-01,5.589398072534632611e-01,1.000000000000000000e+00
9.303795959180565234e-01,3.212584501781045043e-01,0.000000000000000000e+00
2.257405529990816895e-01,7.796505198701753070e-02,0.000000000000000000e+00
8.734911620282059808e-03,6.617123156613199386e-01,1.000000000000000000e+00
6.087021996771246890e-01,8.471830941334064224e-01,0.000000000000000000e+00
5.588320917071790683e-01,1.463973943296048574e-01,0.000000000000000000e+00
4.152885538945548793e-01,4.499091053499634230e-01,0.000000000000000000e+00
8.414216007000167030e-01,6.195094352628405243e-02,1.000000000000000000e+00
1.708418375794650279e-01,4.844392617069396278e-01,1.000000000000000000e+00
5.606049521405571667e-01,8.806332534138467949e-01,1.000000000000000000e+00
7.006377341714348228e-01,4.610082872968946921e-01,0.000000000000000000e+00
6.924351477873857963e-02,2.137302927682684928e-01,0.000000000000000000e+00
5.348579023861759207e-01,9.783341517945414179e-01,1.000000000000000000e+00
7.564664802460252524e-02,1.848703262183422069e-01,0.000000000000000000e+00
2.354972674582882508e-01,1.066858841543961711e-01,0.000000000000000000e+00
3.711358975693027640e-01,6.558252952153358351e-01,0.000000000000000000e+00
4.753598845018343066e-01,9.994600943035317764e-01,1.000000000000000000e+00
8.080259982719577572e-01,9.151479769568423572e-01,1.000000000000000000e+00
1.388185305955921267e-01,1.817023063322609211e-02,0.000000000000000000e+00
1.533477357848423983e-01,2.690481508334547911e-01,1.000000000000000000e+00
1.206844253091536867e-01,5.484158017464366708e-01,1.000000000000000000e+00
7.279567188506447240e-01,4.375140587543185910e-01,1.000000000000000000e+00
7.473802861986446056e-01,1.689395265243915922e-01,0.000000000000000000e+00
9.856096458324589138e-01,6.540483499574312187e-02,0.000000000000000000e+00
2.424576402798850339e-01,5.917026615156495417e-01,1.000000000000000000e+00
7.005900878782267416e-01,4.255839638942623404e-01,0.000000000000000000e+00
2.306100919702340768e-01,5.142820983912171906e-01,1.000000000000000000e+00
1.142453517527891593e-01,6.103317420449128061e-02,0.000000000000000000e+00
2.690562258247519711e-02,5.399747449187353165e-01,1.000000000000000000e+00
7.902872229325741404e-02,2.723580680625298234e-01,0.000000000000000000e+00
9.100729450297050382e-01,5.915584795476703794e-01,0.000000000000000000e+00
2.217691531479176748e-01,4.613930500673114610e-01,1.000000000000000000e+00
6.940610830700177925e-02,7.705275157610116388e-01,1.000000000000000000e+00
1.843378657597666281e-01,1.217110779533865372e-01,0.000000000000000000e+00
9.837151443709111209e-01,9.591113785606765196e-01,0.000000000000000000e+00
4.737322930051497405e-01,9.305234151517212116e-01,1.000000000000000000e+00
3.859988113906205331e-01,9.714242427877938235e-01,1.000000000000000000e+00
3.136233638600880447e-01,7.936714176041217428e-01,1.000000000000000000e+00
4.245676844662030769e-01,7.994580556492745238e-01,0.000000000000000000e+00
4.845953498237730583e-01,4.431714023898909449e-01,0.000000000000000000e+00
5.901590038604186406e-01,3.463990568808056336e-01,1.000000000000000000e+00
